4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0
180.96,181.30,180.07,83.34,93.25,96.75,37.41,39.15,40.08,20.07,28.88,24.31,14.84,18.07,17.28
146.67,146.81,149.17,98.04,106.25,107.63,68.58,72.67,72.32,49.88,55.09,55.23,41.53,40.68,40.79
50.17,53.96,59.92,35.37,54.01,39.22,50.95,67.22,57.93,82.63,83.66,85.97,73.02,73.40,71.00
